Naam;URN;Waarde;IMBRO;IMBRO/A;Definitie
"Gesteentesoort";"urn:bro:bhrgt:RockType";"zandsteenKwartsietisch";"Ja";"Ja";"Het gesteente bestaat uit kwartskorrels met een mediaan groter dan 0,063 mm en verder alleen uit kwarts cement. Bij doorslaan loopt de breuk veelal door de kwartskorrels heen."
"Gesteentesoort";"urn:bro:bhrgt:RockType";"zandsteenSiltig";"Ja";"Ja";"Het gesteente bestaat uit siliciklastisch materiaal en bestaat voor 50 tot 95% uit kwartskorrels met een mediaan die tussen 0,063 en 2 mm ligt en voor het overige uit materiaal, waarvan de korrels niet met een loep zichtbaar zijn en een mes krassen."
"Grensbepaling";"urn:bro:bhrgt:BoundaryPositioningMethod";"afgeleid";"Ja";"Ja";"De grens is gebaseerd op een verandering die niet waargenomen is in de monsters, maar afgeleid is uit het boorgedrag; het begrip scherpte is niet van toepassing."
"Grensbepaling";"urn:bro:bhrgt:BoundaryPositioningMethod";"afgeleidSondering";"Ja";"Ja";"De grens is gebaseerd op een verandering die niet waargenomen is in de monsters, maar afgeleid is uit een sondering die op minder dan 5 meter van de boring vandaan ligt; het begrip scherpte is niet van toepassing."
"Grensbepaling";"urn:bro:bhrgt:BoundaryPositioningMethod";"voorbepaald";"Ja";"Ja";"De grens is niet gebaseerd op een verandering maar is kunstmatig bepaald; het begrip scherpte is niet van toepassing."
"Grensbepaling";"urn:bro:bhrgt:BoundaryPositioningMethod";"waargenomenScherp";"Ja";"Ja";"De grens is gebaseerd op een verandering die waargenomen is in de monsters. De verandering waarop de grens is gebaseerd voltrekt zich binnen een bereik van minder dan 3 mm."
"Grensbepaling";"urn:bro:bhrgt:BoundaryPositioningMethod";"waargenomenGeleidelijk";"Ja";"Ja";"De grens is gebaseerd op een verandering die waargenomen is in de monsters. De verandering voltrekt zich binnen een bereik dat tussen 3 en 30 mm ligt."
"Grensbepaling";"urn:bro:bhrgt:BoundaryPositioningMethod";"waargenomenDiffuus";"Ja";"Ja";"De grens is gebaseerd op een verandering die waargenomen is in de monsters. De verandering voltrekt zich binnen een bereik dat tussen 30 en 100 mm ligt."
"Grensbepaling";"urn:bro:bhrgt:BoundaryPositioningMethod";"waargenomenWillekeurig";"Ja";"Ja";"De grens is gebaseerd op een verandering die waargenomen is in de monsters, maar de verandering is zo geleidelijk dat de grens op een willekeurige plaats is gelegd."
"GrindgehalteklasseNEN5104";"urn:bro:bhrgt:GravelContentClassNEN5104";"nietGrindig";"Nee";"Ja";"Grind is niet aanwezig."
"GrindgehalteklasseNEN5104";"urn:bro:bhrgt:GravelContentClassNEN5104";"zwakGrindig";"Nee";"Ja";"Grind is aanwezig en maakt minder dan 5 procent van de massa uit."
"GrindgehalteklasseNEN5104";"urn:bro:bhrgt:GravelContentClassNEN5104";"matigGrindig";"Nee";"Ja";"Grind maakt tussen 5 en 15 procent van de massa uit."
"GrindgehalteklasseNEN5104";"urn:bro:bhrgt:GravelContentClassNEN5104";"sterkGrindig";"Nee";"Ja";"Grind maakt tussen 15 en 30 procent van de massa uit."
"Grindmediaanklasse";"urn:bro:bhrgt:GravelMedianClass";"fijn";"Ja";"Ja";"De grindmediaan is gelijk aan of groter dan 2 mm en kleiner dan 5,6 mm."
"Grindmediaanklasse";"urn:bro:bhrgt:GravelMedianClass";"middelgrof";"Ja";"Ja";"De grindmediaan is gelijk aan of groter dan 5,6 mm en kleiner dan 16 mm."
"Grindmediaanklasse";"urn:bro:bhrgt:GravelMedianClass";"grof";"Ja";"Ja";"De grindmediaan is gelijk aan of groter dan 16 mm en kleiner dan 63 mm."
"GrondsoortNEN5104";"urn:bro:bhrgt:SoilNameNEN5104";"blokken";"Nee";"Ja";"Grond die voor meer dan 50 procent van de massa uit blokken, voor een onbepaald deel uit minder grof mineraal materiaal bestaat en een onbepaald deel organische stof  bevat. Deze grondsoort zou gezien, de grootte van blokken, in boringen eigenlijk niet voor mogen komen."
"GrondsoortNEN5104";"urn:bro:bhrgt:SoilNameNEN5104";"keienNietGespecificeerd";"Nee";"Ja";"Grond die voor meer dan 50 procent van de massa uit keien, voor een onbepaald deel uit minder grof mineraal materiaal bestaat en een onbepaald deel organische stof  bevat."
"GrondsoortNEN5104";"urn:bro:bhrgt:SoilNameNEN5104";"keitjesNietGespecificeerd";"Nee";"Ja";"Grond die voor meer dan 50 procent van de massa uit keitjes, voor een onbepaald deel uit minder grof mineraal materiaal bestaat en een onbepaald deel organische stof  bevat. In de NEN 5104 worden keitjes overigens stenen genoemd."
"GrondsoortNEN5104";"urn:bro:bhrgt:SoilNameNEN5104";"siltigGrind";"Nee";"Ja";"De grens is gebaseerd op een verandering die waargenomen is in de monsters. De verandering voltrekt zich binnen een bereik dat tussen 30 en 100 mm ligt."
"GrondsoortNEN5104";"urn:bro:bhrgt:SoilNameNEN5104";"zwakZandigGrind";"Nee";"Ja";"De grens is gebaseerd op een verandering die waargenomen is in de monsters. De verandering voltrekt zich binnen een bereik dat tussen 30 en 100 mm ligt."
"GrondsoortNEN5104";"urn:bro:bhrgt:SoilNameNEN5104";"matigZandigGrind";"Nee";"Ja";"Grond die voor meer dan 30 procent van het massa uit grind, voor minder dan 20 procent uit silt plus lutum en voor 10 tot 30 procent uit zand bestaat en niet veel organische stof bevat. "
"GrondsoortNEN5104";"urn:bro:bhrgt:SoilNameNEN5104";"sterkZandigGrind";"Nee";"Ja";"Grond die voor meer dan 30 procent van het massa uit grind, voor 30 tot 50 procent uit zand en voor minder dan 20 procent uit silt plus lutum bestaat en niet veel organische stof bevat. "
"GrondsoortNEN5104";"urn:bro:bhrgt:SoilNameNEN5104";"uiterstZandigGrind";"Nee";"Ja";"Grond die voor meer dan 30 procent van het massa uit grind, voor meer dan 50 procent uit zand en voor minder dan 20 procent uit silt plus lutum bestaat en niet veel organische stof bevat."
"GrondsoortNEN5104";"urn:bro:bhrgt:SoilNameNEN5104";"mineraalarmVeen";"Nee";"Ja";"Grond die voor meer dan 35 procent van de massa uit organische stof die vezelig is en samenhang vertoont bestaat, voor maximaal 30 procent uit lutum en voor maximaal 65 procent uit silt plus zand."
"GrondsoortNEN5104";"urn:bro:bhrgt:SoilNameNEN5104";"zwakKleiigVeen";"Nee";"Ja";"Grond die voor 25 tot 70 procent van de massa uit organische stof die vezelig is en samenhang vertoont bestaat, voor minder dan 70 procent uit silt plus zand en voor tussen 5 en 55 procent uit lutum."
"GrondsoortNEN5104";"urn:bro:bhrgt:SoilNameNEN5104";"sterkKleiigVeen";"Nee";"Ja";"Grond die voor 15 tot 45 procent van de massa uit organische stof die vezelig is en samenhang vertoont bestaat, voor minder dan 77,5 procent uit silt plus zand en voor tussen 7 en 70 procent uit lutum."
"GrondsoortNEN5104";"urn:bro:bhrgt:SoilNameNEN5104";"zwakZandigVeen";"Nee";"Ja";"Grond die voor 22,5 tot 40 procent van de massa uit organische stof die vezelig is en samenhang vertoont bestaat, voor tussen 55 en 77,5 procent uit silt plus zand en voor minder dan 5 procent uit lutum."
"GrondsoortNEN5104";"urn:bro:bhrgt:SoilNameNEN5104";"sterkZandigVeen";"Nee";"Ja";"Grond die voor 15 tot 25 procent van de massa uit organische stof die vezelig is en samenhang vertoont bestaat, voor tussen 70 en 85 procent uit silt plus zand en voor minder dan 7 procent uit lutum."
"GrondsoortNEN5104";"urn:bro:bhrgt:SoilNameNEN5104";"bruinkoolNietGespecificeerd";"Nee";"Ja";"Grond die voor minimaal 15 procent van de massa uit organische stof die vezelig is en samenhang vertoont en ingekoold is bestaat en voor een onbepaald deel uit mineraal materiaal."
"GrondsoortNEN5104";"urn:bro:bhrgt:SoilNameNEN5104";"detritusNietGespecificeerd";"Nee";"Ja";"Grond die voor minimaal 15 procent van de massa uit organische stof die vezelig is en geen samenhang vertoont bestaat en voor een onbepaald deel uit mineraal materiaal."
"GrondsoortNEN5104";"urn:bro:bhrgt:SoilNameNEN5104";"dy";"Nee";"Ja";"Grond die vrijwel volledig uit organische stof bestaat, amorf en zwartig is en een geleiachtige consistentie heeft."
"GrondsoortNEN5104";"urn:bro:bhrgt:SoilNameNEN5104";"gyttjaNietGespecificeerd";"Nee";"Ja";"Grond die voor minimaal 15 procent van de massa uit organische stof die fijnkorrelig is en samenhang vertoont bestaat en voor een onbepaald deel uit mineraal materiaal."
"GrondsoortNEN5104";"urn:bro:bhrgt:SoilNameNEN5104";"zwakSiltigeKlei";"Nee";"Ja";"Grond die minder dan 30 procent grind en minder dan 15 procent organische stof bevat en die, als die twee bestanddelen worden uitgesloten, voor meer dan 50 procent van de massa uit lutum bestaat."
"GrondsoortNEN5104";"urn:bro:bhrgt:SoilNameNEN5104";"matigSiltigeKlei";"Nee";"Ja";"Grond die minder dan 30 procent grind en minder dan 15 procent organische stof bevat en die, als die twee bestanddelen worden uitgesloten, voor meer dan 35 procent van de massa uit lutum bestaat."
"GrondsoortNEN5104";"urn:bro:bhrgt:SoilNameNEN5104";"sterkSiltigeKlei";"Nee";"Ja";"Grond die minder dan 30 procent grind en minder dan 15 procent organische stof bevat en die, als die twee bestanddelen worden uitgesloten, voor meer dan 25 procent van de massa uit lutum bestaat."
"GrondsoortNEN5104";"urn:bro:bhrgt:SoilNameNEN5104";"uiterstSiltigeKlei";"Nee";"Ja";"Grond die minder dan 30 procent grind en minder dan 15 procent organische stof bevat en die, als die twee bestanddelen worden uitgesloten, voor tussen 8 en 25 procent van de massa uit lutum, voor tussen 25 en 75 procent uit silt en voor minder dan 50 procent uit zand bestaat, maar waarvan de precieze verhouding tussen de hoeveelheden zand, silt en lutum niet goed in woorden is uit te drukken."
"GrondsoortNEN5104";"urn:bro:bhrgt:SoilNameNEN5104";"zwakZandigeKlei";"Nee";"Ja";"Grond die minder dan 30 procent grind en minder dan 15 procent organische stof bevat en die, als die twee bestanddelen worden uitgesloten, voor tussen 17,5 en 25 procent van de massa uit lutum, voor meer dan 50 procent uit zand en voor de rest uit silt bestaat."
"GrondsoortNEN5104";"urn:bro:bhrgt:SoilNameNEN5104";"matigZandigeKlei";"Nee";"Ja";"Grond die minder dan 30 procent grind en minder dan 15 procent organische stof bevat en die, als die twee bestanddelen worden uitgesloten, voor tussen 12 en 17,5 procent van de massa uit lutum, voor meer dan 50 procent uit zand en voor de rest uit silt bestaat."
"GrondsoortNEN5104";"urn:bro:bhrgt:SoilNameNEN5104";"sterkZandigeKlei";"Nee";"Ja";"Grond die minder dan 30 procent grind en minder dan 15 procent organische stof bevat en die, als die twee bestanddelen worden uitgesloten, voor tussen 8 en 12 procent van de massa uit lutum, voor meer dan 50 procent uit zand en voor de rest uit silt bestaat."
"GrondsoortNEN5104";"urn:bro:bhrgt:SoilNameNEN5104";"zwakZandigeLeem";"Nee";"Ja";"Grond die minder dan 30 procent grind en minder dan 15 procent organische stof bevat en die, als die twee bestanddelen worden uitgesloten, voor meer dan 65 uit silt, voor maximaal 25 procent uit lutum en voor maximaal 15 procent uit zand bestaat."
"GrondsoortNEN5104";"urn:bro:bhrgt:SoilNameNEN5104";"sterkZandigeLeem";"Nee";"Ja";"Grond die minder dan 30 procent grind en minder dan 15 procent organische stof bevat en die, als die twee bestanddelen worden uitgesloten, voor meer dan 42 procent uit silt, voor maximaal 20 procent uit lutum en voor tussen 15 en 50 procent uit zand bestaat, maar waarvan de precieze verhouding tussen de hoeveelheden zand, silt en lutum niet goed in woorden is uit te drukken."
"GrondsoortNEN5104";"urn:bro:bhrgt:SoilNameNEN5104";"kleiigZand";"Nee";"Ja";"Grond die minder dan 30 procent grind en minder dan 15 procent organische stof bevat en die, als die twee bestanddelen worden uitgesloten, voor minimaal 82,5 procent van de massa uit zand, voor 5 tot 8 procent uit lutum en voor maximaal 12,5 procent uit silt bestaat."
"GrondsoortNEN5104";"urn:bro:bhrgt:SoilNameNEN5104";"zwakSiltigZand";"Nee";"Ja";"Grond die minder dan 30 procent grind en minder dan 15 procent organische stof bevat en die, als die twee bestanddelen worden uitgesloten, voor minimaal 90 procent van de massa uit zand, voor maximaal 5 procent uit lutum en voor maximaal 10 procent uit silt bestaat."
"GrondsoortNEN5104";"urn:bro:bhrgt:SoilNameNEN5104";"matigSiltigZand";"Nee";"Ja";"Grond die minder dan 30 procent grind en minder dan 15 procent organische stof bevat en die, als die twee bestanddelen worden uitgesloten, voor tussen 82,5 en 90 procent van de massa uit zand, voor maximaal 5 procent uit lutum en voor tussen 10 en 17,5 procent uit silt bestaat."
"GrondsoortNEN5104";"urn:bro:bhrgt:SoilNameNEN5104";"sterkSiltigZand";"Nee";"Ja";"Grond die minder dan 30 procent grind en minder dan 15 procent organische stof bevat en die, als die twee bestanddelen worden uitgesloten, voor tussen 67,5 en 82,5 procent van de massa uit zand, voor maximaal 8 procent uit lutum en voor tussen 17,5 en 32,5 procent uit silt bestaat."
"GrondsoortNEN5104";"urn:bro:bhrgt:SoilNameNEN5104";"uiterstSiltigZand";"Nee";"Ja";"Grond die minder dan 30 procent grind en minder dan 15 procent organische stof bevat en die, als die twee bestanddelen worden uitgesloten, voor tussen 50 en 67,5 procent van de massa uit zand, voor maximaal 8 procent uit lutum en voor tussen 32,5 en 50 procent uit silt bestaat."
"Groottefractie";"urn:bro:bhrgt:SizeFraction";"keien";"Ja";"Ja";"De fractie met een korrelgrootte van 200 tot 630 mm."
"Groottefractie";"urn:bro:bhrgt:SizeFraction";"keitjes";"Ja";"Ja";"De fractie met een korrelgrootte van 63 tot 200 mm."
"Groottefractie";"urn:bro:bhrgt:SizeFraction";"grind";"Ja";"Ja";"De fractie met een korrelgrootte van 2 tot 63 mm."
"Groottefractie";"urn:bro:bhrgt:SizeFraction";"zand";"Ja";"Ja";"De fractie met een korrelgrootte van 0,063 tot 2 mm."
"Hoekigheid";"urn:bro:bhrgt:Angularity";"zeerHoekig";"Ja";"Ja";"Geen afgeronde hoeken of randen."
"Hoekigheid";"urn:bro:bhrgt:Angularity";"hoekig";"Ja";"Ja";"Weinig afgeronde hoeken of randen."
"Hoekigheid";"urn:bro:bhrgt:Angularity";"subhoekig";"Ja";"Ja";"Onregelmatig oppervlak, waarbij de primaire hoeken en randen nog zichtbaar zijn."
"Hoekigheid";"urn:bro:bhrgt:Angularity";"subrond";"Ja";"Ja";"Oppervlak egaal maar onregelmatig, waarbij de primaire hoeken en randen nog zichtbaar zijn."
"Hoekigheid";"urn:bro:bhrgt:Angularity";"afgerond";"Ja";"Ja";"Oppervlak egaal met alleen enkele uithollingen of vlakke stukken of alleen gladde convexe oppervlakten."
"Hoekigheid";"urn:bro:bhrgt:Angularity";"zeerAfgerond";"Ja";"Ja";"Oppervlak egaal."
"Hoekigheid";"urn:bro:bhrgt:Angularity";"afgerondZeerAfgerond";"Nee";"Ja";"Oppervlak volledig egaal, of egaal met alleen enkele uithollingen of vlakke stukken of alleen gladde convexe oppervlakten. "
"Hoekigheid";"urn:bro:bhrgt:Angularity";"subhoekigSubrond";"Nee";"Ja";"Oppervlak onregelmatig en al dan niet egaal, waarbij de primaire hoeken en randen nog zichtbaar zijn."
"Hoekigheid";"urn:bro:bhrgt:Angularity";"hoekigZeerHoekig";"Nee";"Ja";"Geen of weinig afgeronde hoeken of randen."
"Holteverdeling";"urn:bro:bhrgt:VoidDistribution";"gelijkmatig";"Ja";"Ja";"Holtes komen in alle doorsnedes van een kern gelijkmatig verdeeld voor."
"Holteverdeling";"urn:bro:bhrgt:VoidDistribution";"ongelijkmatig";"Ja";"Ja";"Holtes komen niet in alle doorsnedes van een kern gelijkmatig verdeeld voor."
"InhoudMonsterhouder";"urn:bro:bhrgt:SampleContainerVolume";"50ml";"Ja";"Ja";"De monsterhouder heeft een inhoud van ca. 50 ml."
"InhoudMonsterhouder";"urn:bro:bhrgt:SampleContainerVolume";"100ml";"Ja";"Ja";"De monsterhouder heeft een inhoud van ca. 100 ml. Deze wordt gebruikt bij materialen met een lage volumieke massa van de vaste delen, zoals veen."
"KaderAanlevering";"urn:bro:bhrgt:DeliveryContext";"MBW";"Ja";"Ja";"De gegevens zijn aangeleverd in het kader van de Mijnbouwwet."
"KaderAanlevering";"urn:bro:bhrgt:DeliveryContext";"ONW";"Ja";"Ja";"De gegevens zijn aangeleverd in het kader van de Ontgrondingenwet."
"KaderAanlevering";"urn:bro:bhrgt:DeliveryContext";"publiekeTaak";"Ja";"Ja";"De gegevens zijn aangeleverd in het kader van de publieke taakuitvoering, zonder nadere specificering."
"KaderAanlevering";"urn:bro:bhrgt:DeliveryContext";"RO";"Ja";"Ja";"De gegevens zijn aangeleverd in het kader van de wet ruimtelijke ordening."
"KaderAanlevering";"urn:bro:bhrgt:DeliveryContext";"WABO";"Ja";"Ja";"De gegevens zijn aangeleverd in het kader van de Wet algemene bepalingen omgevingsrecht."
"KaderAanlevering";"urn:bro:bhrgt:DeliveryContext";"WW";"Ja";"Ja";"De gegevens zijn aangeleverd in het kader van de waterwet."
"KaderAanlevering";"urn:bro:bhrgt:DeliveryContext";"archiefoverdracht";"Nee";"Ja";"De gegevens zijn aangeleverd in het kader van archiefoverdracht."
"KaderInwinning";"urn:bro:bhrgt:SurveyPurpose";"bouwwerk";"Ja";"Ja";"Onderzoek met als hoofddoel de geotechnische eigenschappen van de ondergrond te bepalen die voor gebouwen, kunstwerken die deel uitmaken van de wegen, waterwegen en spoorwegen en andere bouwwerken van belang zijn. Het accent ligt veelal op onderzoek voor de berekening van de fundering. "
"KaderInwinning";"urn:bro:bhrgt:SurveyPurpose";"controleOnderzoek";"Ja";"Ja";"Onderzoek met als doel om vast te stellen of er als het gevolg van werkzaamheden veranderingen in de ondergrond zijn opgetreden. Dit onderzoek heeft veelal een lokaal karakter. Voorafgaand aan de werkzaamheden is ook onderzoek gedaan en dat geldt als referentie. "
"KaderInwinning";"urn:bro:bhrgt:SurveyPurpose";"detectieObstakels";"Ja";"Ja";"Onderzoek naar de diepte en ligging van obstakels in de ondergrond (natuurlijk of door de mens gemaakt)."
"KaderInwinning";"urn:bro:bhrgt:SurveyPurpose";"gevoeligheidsOnderzoek";"Ja";"Ja";"Onderzoek met als doel de aardbevingsgevoeligheid, trillingsgevoeligheid of erosiegevoeligheid van de ondergrond te bepalen."
"KaderInwinning";"urn:bro:bhrgt:SurveyPurpose";"grondwaterput";"Ja";"Ja";"Onderzoek voor de aanleg van grondwatermonitoringputten of grondwatergebruiksystemen. "
"KaderInwinning";"urn:bro:bhrgt:SurveyPurpose";"hydrologischeVerkenning";"Ja";"Ja";"Onderzoek met als hoofddoel de geohydrologische eigenschappen van de ondergrond te bepalen ten behoeve van bronbemaling, grondwateronttrekking, waterinfiltratie of peilbeheer."
"KaderInwinning";"urn:bro:bhrgt:SurveyPurpose";"infrastructuurLand";"Ja";"Ja";"Onderzoek met als hoofddoel de geotechnische eigenschappen van de ondergrond te bepalen voor de aanleg en het onderhoud van wegen, spoorwegen, fiets- en voetpaden."
"KaderInwinning";"urn:bro:bhrgt:SurveyPurpose";"infrastructuurWater";"Ja";"Ja";"Onderzoek met als hoofddoel de geotechnische eigenschappen van de ondergrond te bepalen voor de aanleg en het onderhoud van waterwegen."
"KaderInwinning";"urn:bro:bhrgt:SurveyPurpose";"kabelsLeidingen";"Ja";"Ja";"Onderzoek met als hoofddoel de geotechnische eigenschappen van de ondergrond te bepalen voor de aanleg en het onderhoud van kabels en leidingen."
"KaderInwinning";"urn:bro:bhrgt:SurveyPurpose";"monitoring";"Ja";"Ja";"Onderzoek met als doel het beoordelen van veranderingen in de toestand van de ondergrond die het gevolg zijn van natuurlijke of door de mens in gang gezette processen of herhaaldelijk optredende gebeurtenissen; voorbeelden zijn bodemdaling, verdroging, trillingen en aardbevingen."
"KaderInwinning";"urn:bro:bhrgt:SurveyPurpose";"ontgronding";"Ja";"Ja";"Onderzoek ten behoeve van ontgrondingen (bijvoorbeeld zandwinning, grindwinning, baggeren)."
"KaderInwinning";"urn:bro:bhrgt:SurveyPurpose";"verkennendOnderzoek";"Ja";"Ja";"Verkennend geotechnisch onderzoek."
"KaderInwinning";"urn:bro:bhrgt:SurveyPurpose";"waterkering";"Ja";"Ja";"Onderzoek met als hoofddoel de geotechnische eigenschappen te bepalen voor de aanleg en het onderhoud alsmede beoordeling van dijken en dammen."
"KaderInwinning";"urn:bro:bhrgt:SurveyPurpose";"onbekend";"Nee";"Ja";"Het doel waarvoor het onderzoek is uitgevoerd is niet bekend."
"KaderstellendeProcedure";"urn:bro:bhrgt:SurveyProcedure";"EN1997d2v2007";"Ja";"Ja";"NEN-EN 1997-2:2007 Eurocode 7 Geotechnisch ontwerp. Deel 2: Grondonderzoek en beproeving inclusief nationale bijlage. De Eurocode 7 maakt deel uit van de eurocode serie van Europese standaarden (EN) gerelateerd aan constructies. In Eurocode 7 Geotechnisch ontwerp wordt omschreven hoe geotechnische constructies worden ontworpen. Eurocode 7 is op 12 juni 2006 goed gekeurd door het Europese Comité voor Standaardisatie en verplicht in de lidstaten vanaf maart 2010."
